timestamp_ns,elapsed_realtime_ns,latitude,longitude,altitude,speed_mps,bearing_deg,accuracy_m,bearing_accuracy_deg
125434209597779,125434169272727,10.83056738,77.03843563,259.5609130859375,11.68,262.8,3.7900925,2.4987495
125435199387310,125435168948560,10.8305549,77.03832848,259.43951416015625,11.73,262.9,3.7900925,2.4798915
125436205197830,125436168641528,10.83054025,77.03822283,259.3236083984375,11.73,262.5,3.7900925,2.4655075
125437207640382,125437169266059,10.83052579,77.03811885,259.107177734375,11.69,262.0,3.7900925,2.468008
125438193109131,125438168911215,10.83050952,77.03801389,258.7611083984375,11.73,260.5,3.7900925,2.465711
125439200169912,125439168631839,10.83049426,77.03790814,258.780029296875,11.72,260.8,3.7900925,2.454123
125449132624489,125449087648812,10.83031385,77.03693981,257.645751953125,10.63,254.9,3.7900925,0.16953172
125450195416208,125450169189437,10.83028963,77.03679098,256.109619140625,10.67,252.1,3.7900925,4.88343
125451187355166,125451169545530,10.83025617,77.03670808,256.30517578125,10.06,250.2,3.7900925,5.1663604
125452192139905,125452169473499,10.83022567,77.03663242,256.36956787109375,8.96,250.5,3.7900925,1.062617
125453196358915,125453169392352,10.83020173,77.03655295,256.5513916015625,9.05,253.3,3.7900925,0.21471013
125454195248238,125454169575685,10.83017404,77.03646643,256.35150146484375,9.48,254.1,3.7900925,0.20709074
125455196873862,125455169220268,10.83015072,77.03637962,256.574462890625,9.87,255.8,3.7900925,0.21897715
125456197394278,125456169096101,10.83012441,77.03628951,257.173583984375,10.11,255.7,3.7900925,0.23780493
125457195217716,125457168619330,10.83010834,77.0361976,256.78173828125,10.36,256.4,3.7900925,0.22304983
125458191430632,125458169321465,10.83008432,77.03610202,256.81683349609375,10.56,256.6,3.7900925,0.9691551
125459221312819,125459168963027,10.83006091,77.03601439,257.13427734375,10.16,256.2,3.7900925,0.21435086
125460218656048,125460168817246,10.83003957,77.03592433,257.0220947265625,10.47,254.8,3.7900925,0.23334298
125461197158912,125461169548026,10.83001864,77.03583122,257.0137939453125,10.26,257.1,3.7900925,0.23247457
125462206030422,125462168955162,10.82999665,77.03574454,257.82568359375,9.41,257.2,3.7900925,2.8949952
125463190431828,125463169266099,10.82997313,77.0356499,256.62078857421875,9.99,257.8,3.7900925,2.7532887
125464185994380,125464169557504,10.82995614,77.03555741,256.53839111328125,10.38,258.1,3.7900925,0.25596407
125465196122035,125465168790525,10.82994022,77.03546384,256.077392578125,10.6,261.3,3.7900925,3.2536216
125466197625941,125466169383130,10.82990831,77.0353753,256.6749267578125,10.74,255.3,3.7900925,4.8618445
125467203935003,125467169169951,10.82987775,77.0352794,256.8153076171875,11.11,253.4,3.7900925,0.35660198
125468208678180,125468168892555,10.82984908,77.03518004,256.69775390625,11.33,253.4,3.7900925,0.1852221
125469190495055,125469168640992,10.82982013,77.03507751,256.3624267578125,11.58,252.6,3.7900925,0.19933338
125470183143336,125470169067033,10.82978916,77.03497484,255.992431640625,11.77,252.3,3.7900925,0.6532584
125471200746616,125471168647086,10.82976101,77.03487278,255.7960205078125,11.78,253.1,3.7900925,0.69320077
125472197574741,125472169222866,10.82972791,77.03477225,255.9434814453125,11.85,251.7,3.7900925,0.25511917
125473191427657,125473168766460,10.82969222,77.03466946,256.02154541015625,11.8,248.3,3.7900925,2.044105
125474200297344,125474169174531,10.82965366,77.03457108,255.6270751953125,11.68,246.7,3.7900925,2.0330973
125475206057032,125475168945157,10.8296132,77.03447667,255.2806396484375,11.62,246.4,3.7900925,2.0318165
125476196624167,125476169408333,10.82957112,77.03438172,254.6304931640625,11.4,246.8,3.7900925,2.0475805
125477202680625,125477169334218,10.82953172,77.03429067,254.4017333984375,10.82,246.9,3.7900925,2.09705
125478210963228,125478169094843,10.82949197,77.03419824,254.15216064453125,10.88,247.8,3.7900925,2.1423156
125479214399478,125479169066821,10.82945285,77.03410837,254.2445068359375,11.16,248.8,3.7900925,2.1933944
125480192848853,125480168794998,10.82941133,77.03401224,253.90673828125,11.41,249.1,3.7900925,2.2429342
125481208276352,125481169238435,10.82937193,77.03391001,253.92041015625,11.72,248.3,3.7900925,4.4457994
125482212276508,125482168883695,10.8293404,77.03380725,253.85107421875,11.93,254.1,3.7900925,0.26293793
125483198431976,125483168930518,10.82930992,77.03370521,253.59814453125,11.84,253.6,3.7900925,0.163757
125484213479632,125484169268330,10.82928076,77.03359604,253.97900390625,11.72,254.9,3.7900925,0.13903427
125485193114736,125485168933330,10.82925698,77.03349491,253.90576171875,11.63,257.6,3.7900925,0.21119164
125486200661663,125486169444319,10.82923838,77.03339213,253.996337890625,11.53,259.7,3.7900925,0.39484063
125487195192704,125487168996559,10.82922063,77.03328962,254.19598388671875,11.44,258.2,3.7900925,0.59315294
125488188592495,125488168633224,10.82920532,77.03319062,254.61663818359375,10.96,259.5,3.7900925,0.79468286
125489232303537,125489168912703,10.82918333,77.03308956,254.314208984375,10.87,258.8,3.7900925,0.9956505
125490188148588,125490168646662,10.82916736,77.03298967,254.185791015625,10.95,259.8,3.7900925,1.1910983
125491205747859,125491169197859,10.82915358,77.03289114,253.8941650390625,10.97,261.0,3.7900925,1.3804402
125492184308536,125492169059474,10.82914234,77.03279282,253.6109619140625,10.95,261.5,3.7900925,1.5623084
125493213168431,125493169078482,10.82912694,77.03269348,253.56610107421875,11.18,261.2,3.7900925,1.7293185
