sensor_type,timestamp_ns,sensor_time_ns,val_x,val_y,val_z
GYRO,110038595684625,110038591526659,-0.0017310535,0.0042610546,-0.0010652636
ACCEL,110038599569782,110038594033534,0.15981296,0.005985504,9.572617
ACCEL,110038599665719,110038596540409,0.16699557,0.0035913025,9.570223
GYRO,110038599915927,110038594033534,-0.002796317,0.006391582,-0.0010652636
GYRO,110038600086657,110038596540409,-0.002796317,0.009587373,-0.0010652636
ACCEL,110038605378219,110038599047284,0.16220717,-0.0011971008,9.59177
ACCEL,110038605475563,110038601554159,0.14784196,0.0035913025,9.618107
GYRO,110038605492959,110038599047284,-0.0017310535,0.010652636,-0.0010652636
GYRO,110038605526448,110038601554159,-0.0017310535,0.0117179,-0.0
ACCEL,110038610157021,110038604061034,0.13347675,0.0011971008,9.60853
ACCEL,110038610528948,110038606567909,0.14544775,-0.010773907,9.620501
GYRO,110038610579677,110038604061034,-0.002796317,0.010652636,-0.0
GYRO,110038610593167,110038606567909,-0.002796317,0.009587373,-0.0021305273
ACCEL,110038614553323,110038609074784,0.16220717,0.008379706,9.610924
ACCEL,110038614946396,110038611581659,0.16220717,-0.0011971008,9.601347
GYRO,110038615103375,110038609074784,-0.0017310535,0.009587373,-0.0021305273
GYRO,110038615155563,110038611581659,-0.002796317,0.010652636,-0.0010652636
ACCEL,110038616210094,110038614088586,0.15502456,0.01316811,9.598953
GYRO,110038616340823,110038614088586,-0.0038615807,0.010652636,-0.0
ACCEL,110038620242646,110038616595565,0.16220717,0.008379706,9.598953
GYRO,110038620409677,110038616595565,-0.002796317,0.010652636,-0.0
ACCEL,110038625673532,110038619102544,0.13826515,0.01316811,9.589376
ACCEL,110038626119677,110038621609523,0.12868834,-0.005985504,9.59177
GYRO,110038626311448,110038619102544,-0.002796317,0.0117179,-0.0
GYRO,110038626371084,110038621609523,-0.002796317,0.012783164,-0.0
ACCEL,110038629210407,110038624116503,0.13826515,-0.010773907,9.589376
ACCEL,110038629454469,110038626623482,0.14784196,-0.017956512,9.596559
GYRO,110038629585615,110038624116503,-0.002796317,0.013848428,-0.0010652636
GYRO,110038629647125,110038626623482,-0.002796317,0.012783164,-0.0010652636
ACCEL,110038631316240,110038629130513,0.14305355,0.008379706,9.620501
GYRO,110038631802230,110038629130513,-0.0017310535,0.010652636,-0.0010652636
ACCEL,110038634037907,110038631637544,0.13587095,0.010773907,9.632472
GYRO,110038634355667,110038631637544,3.9947388E-4,0.008522109,-0.0021305273
ACCEL,110038636650771,110038634144575,0.14784196,0.0011971008,9.649231
GYRO,110038636981292,110038634144575,3.9947388E-4,0.005326318,-0.0010652636
ACCEL,110038638639677,110038636652388,0.15023616,-0.005985504,9.634866
GYRO,110038638788688,110038636652388,3.9947388E-4,0.005326318,-0.0
ACCEL,110038641620771,110038639159367,0.15263036,0.010773907,9.613318
GYRO,110038641811084,110038639159367,3.9947388E-4,0.0042610546,-0.0010652636
ACCEL,110038643926552,110038641666242,0.15981296,0.015562311,9.60853
GYRO,110038644068480,110038641666242,0.0014647375,0.003195791,-0.0021305273
ACCEL,110038647589261,110038644173117,0.14305355,0.01316811,9.594165
GYRO,110038647774625,110038644173117,0.0014647375,0.0042610546,-0.0010652636
ACCEL,110038653483844,110038646679992,0.14065935,0.027533319,9.603742
ACCEL,110038653694105,110038649186867,0.14065935,0.008379706,9.584588
GYRO,110038653775302,110038646679992,0.0014647375,0.0042610546,-0.0010652636
GYRO,110038653817073,110038649186867,0.0014647375,0.0042610546,-0.0010652636
ACCEL,110038657124000,110038651693742,0.13347675,-0.010773907,9.577405
ACCEL,110038657305771,110038654200617,0.13108255,0.008379706,9.570223
GYRO,110038657356448,110038651693742,3.9947388E-4,0.0042610546,-0.0010652636
GYRO,110038657386552,110038654200617,0.0014647375,0.0042610546,-0.0
ACCEL,110038658677334,110038656707492,0.15741876,0.01316811,9.5798
GYRO,110038658810771,110038656707492,0.0014647375,0.0042610546,-0.0010652636
ACCEL,110038662947282,110038659214367,0.14784196,0.008379706,9.589376
GYRO,110038663129521,110038659214367,0.0014647375,0.0042610546,-0.0
ACCEL,110038667106188,110038661721242,0.14065935,0.01316811,9.594165
ACCEL,110038667555250,110038664228117,0.15023616,0.015562311,9.613318
GYRO,110038667717542,110038661721242,0.0014647375,0.0042610546,-0.0
GYRO,110038667771188,110038664228117,0.002530001,0.005326318,-0.0
ACCEL,110038669157229,110038666734992,0.16220717,0.010773907,9.618107
GYRO,110038669328688,110038666734992,0.0014647375,0.0074568456,-0.0010652636
ACCEL,110038671882854,110038669241867,0.14305355,0.01316811,9.610924
GYRO,110038672297750,110038669241867,3.9947388E-4,0.0074568456,-0.0
ACCEL,110038675202438,110038671748742,0.13587095,0.020350715,9.596559
GYRO,110038675375459,110038671748742,-6.6578976E-4,0.0074568456,-0.0010652636
ACCEL,110038680652125,110038674255617,0.14544775,0.022744916,9.594165
ACCEL,110038680893792,110038676762492,0.13587095,0.01316811,9.598953
GYRO,110038680960615,110038674255617,3.9947388E-4,0.009587373,-0.0010652636
GYRO,110038680994157,110038676762492,-6.6578976E-4,0.010652636,-0.0010652636
ACCEL,110038685790875,110038679269367,0.14784196,0.015562311,9.603742
ACCEL,110038686014052,110038681776242,0.15502456,0.0035913025,9.606135
GYRO,110038686064729,110038679269367,-6.6578976E-4,0.012783164,-0.0010652636
GYRO,110038686206709,110038681776242,-6.6578976E-4,0.012783164,-0.0010652636
ACCEL,110038690551657,110038684283117,0.16220717,0.0035913025,9.60853
ACCEL,110038690719000,110038686789992,0.16220717,0.020350715,9.610924
GYRO,110038690773375,110038684283117,3.9947388E-4,0.010652636,-0.0010652636
GYRO,110038690820875,110038686789992,-6.6578976E-4,0.012783164,-0.0021305273
ACCEL,110038695657334,110038689296867,0.13587095,0.017956512,9.596559
ACCEL,110038696040198,110038691803742,0.12150574,0.008379706,9.584588
GYRO,110038696191292,110038689296867,-6.6578976E-4,0.012783164,-0.0010652636
GYRO,110038696240042,110038691803742,-0.0017310535,0.012783164,-0.0010652636
ACCEL,110038700695875,110038694310617,0.12629414,0.008379706,9.577405
ACCEL,110038700928375,110038696817492,0.14544775,0.0035913025,9.572617
GYRO,110038700981969,110038694310617,-0.0017310535,0.013848428,-0.0
GYRO,110038701011136,110038696817492,-0.002796317,0.018109482,-0.0010652636
ACCEL,110038705603323,110038699324367,0.14065935,-0.0011971008,9.572617
ACCEL,110038705972542,110038701831242,0.17178397,0.008379706,9.572617
GYRO,110038706076188,110038699324367,-0.0017310535,0.019174745,-0.0010652636
GYRO,110038706117073,110038701831242,-0.0017310535,0.022370536,-0.0010652636
ACCEL,110038710610302,110038704338117,0.13826515,0.01316811,9.575011
ACCEL,110038711030198,110038706844992,0.11911154,0.027533319,9.586982
GYRO,110038711143167,110038704338117,-0.002796317,0.024501063,-0.0010652636
GYRO,110038711188792,110038706844992,-0.002796317,0.024501063,-0.0
ACCEL,110038715894782,110038709351867,0.11192893,0.022744916,9.60853
ACCEL,110038716346032,110038711858742,0.11911154,0.0035913025,9.606135
GYRO,110038716503792,110038709351867,-0.002796317,0.025566328,0.0010652636
GYRO,110038716586344,110038711858742,-0.0017310535,0.025566328,0.0021305273
ACCEL,110038721081188,110038714365617,0.13108255,-0.01316811,9.613318
ACCEL,110038721377282,110038716872492,0.13826515,-0.0011971008,9.601347
GYRO,110038721444000,110038714365617,-0.002796317,0.022370536,0.0010652636
GYRO,110038721533636,110038716872492,-0.0038615807,0.021305272,-0.0
ACCEL,110038725725927,110038719379367,0.11671733,0.0035913025,9.627684
ACCEL,110038726174625,110038721886242,0.12150574,0.0035913025,9.603742
GYRO,110038726295667,110038719379367,-0.005992108,0.020240009,0.0010652636
GYRO,110038726336761,110038721886242,-0.005992108,0.020240009,0.0021305273
ACCEL,110038730975563,110038724393117,0.11671733,0.008379706,9.598953
ACCEL,110038731189573,110038726899992,0.14305355,0.0035913025,9.567828
GYRO,110038731238115,110038724393117,-0.0049268445,0.021305272,0.0021305273
GYRO,110038731264417,110038726899992,-0.0049268445,0.021305272,0.0021305273
GYRO,110038736255459,110038729406867,-0.0049268445,0.022370536,0.0010652636
GYRO,110038737094052,110038731913742,-0.0049268445,0.022370536,0.0010652636
ACCEL,110038737206813,110038729406867,0.16220717,0.0035913025,9.575011
ACCEL,110038737250250,110038731913742,0.14305355,0.015562311,9.582193
ACCEL,110038739870823,110038734420617,0.12629414,0.008379706,9.582193
ACCEL,110038740239157,110038736927492,0.13347675,0.022744916,9.570223
GYRO,110038740323636,110038734420617,-0.0049268445,0.0234358,0.0010652636
GYRO,110038740373532,110038736927492,-0.0049268445,0.024501063,0.0021305273
ACCEL,110038745536292,110038739434367,0.13347675,0.020350715,9.570223
ACCEL,110038745826865,110038741941242,0.12150574,0.008379706,9.575011
GYRO,110038745880511,110038739434367,-0.0049268445,0.024501063,0.0010652636
GYRO,110038745913584,110038741941242,-0.0049268445,0.024501063,0.0010652636
ACCEL,110038749508792,110038744448117,0.13587095,0.0011971008,9.601347
ACCEL,110038749862646,110038746954992,0.13587095,0.015562311,9.618107
GYRO,110038749949313,110038744448117,-0.005992108,0.025566328,0.0010652636
GYRO,110038749989313,110038746954992,-0.0049268445,0.025566328,0.0021305273
ACCEL,110038751395354,110038749461867,0.12150574,0.027533319,9.610924
GYRO,110038751508011,110038749461867,-0.005992108,0.025566328,0.0021305273
ACCEL,110038754245146,110038751968742,0.12389994,0.01316811,9.620501
GYRO,110038754407386,110038751968742,-0.0049268445,0.026631592,0.0021305273
ACCEL,110038757741761,110038754475617,0.12629414,0.015562311,9.618107
GYRO,110038757928167,110038754475617,-0.005992108,0.025566328,0.0010652636
ACCEL,110038763496396,110038756982492,0.12868834,0.01316811,9.63726
ACCEL,110038763696865,110038759489367,0.13108255,0.0035913025,9.620501
GYRO,110038763755875,110038756982492,-0.005992108,0.024501063,0.0010652636
GYRO,110038763788636,110038759489367,-0.0038615807,0.022370536,0.0021305273
ACCEL,110038768125302,110038761996242,0.12150574,0.0035913025,9.613318
ACCEL,110038768694573,110038764503117,0.11911154,0.005985504,9.615712
GYRO,110038768930094,110038761996242,-0.0038615807,0.020240009,0.0021305273
GYRO,110038768996917,110038764503117,-0.002796317,0.019174745,0.0010652636
ACCEL,110038773652594,110038767009992,0.13347675,0.0011971008,9.620501
ACCEL,110038773870302,110038769516867,0.13826515,0.01316811,9.601347
GYRO,110038773919104,110038767009992,-0.0017310535,0.017044218,-0.0
GYRO,110038773945875,110038769516867,-6.6578976E-4,0.017044218,-0.0
ACCEL,110038778297229,110038772023742,0.12629414,0.022744916,9.603742
ACCEL,110038778680823,110038774530617,0.13587095,0.020350715,9.613318
GYRO,110038778804677,110038772023742,3.9947388E-4,0.018109482,-0.0
GYRO,110038778852021,110038774530617,0.0014647375,0.017044218,0.0021305273
ACCEL,110038783450771,110038777037492,0.12389994,0.005985504,9.630077
ACCEL,110038783623427,110038779544367,0.107140526,0.017956512,9.618107
GYRO,110038783673948,110038777037492,3.9947388E-4,0.015978955,0.003195791
GYRO,110038783703636,110038779544367,3.9947388E-4,0.014913691,0.0021305273
ACCEL,110038788485407,110038782051242,0.109534726,0.0035913025,9.622895
ACCEL,110038789049782,110038784558117,0.11911154,-0.008379706,9.618107
GYRO,110038789216344,110038782051242,3.9947388E-4,0.013848428,0.0010652636
GYRO,110038789277282,110038784558117,3.9947388E-4,0.012783164,0.0021305273
ACCEL,110038793852021,110038787064992,0.11192893,0.0035913025,9.613318
ACCEL,110038794293948,110038789571867,0.109534726,0.0035913025,9.603742
GYRO,110038794419000,110038787064992,0.0014647375,0.010652636,0.0010652636
GYRO,110038794525146,110038789571867,0.0014647375,0.008522109,-0.0
ACCEL,110038798376500,110038792078742,0.11911154,0.010773907,9.618107
ACCEL,110038798746761,110038794585617,0.12389994,0.020350715,9.603742
GYRO,110038798834261,110038792078742,0.002530001,0.006391582,0.0010652636
GYRO,110038798870927,110038794585617,0.002530001,0.005326318,0.0010652636
ACCEL,110038803441448,110038797092492,0.12868834,0.010773907,9.620501
ACCEL,110038803748063,110038799599367,0.13826515,-0.0035913025,9.627684
GYRO,110038803824886,110038797092492,0.0014647375,0.005326318,0.0010652636
GYRO,110038803863115,110038799599367,0.002530001,0.0042610546,0.0010652636
ACCEL,110038808503896,110038802106242,0.12868834,0.010773907,9.596559
ACCEL,110038809123740,110038804613117,0.12629414,0.010773907,9.594165
GYRO,110038809220667,110038802106242,0.0035952649,0.0042610546,0.0010652636
GYRO,110038809264677,110038804613117,0.0014647375,0.005326318,-0.0
ACCEL,110038812651188,110038807119992,0.12150574,0.020350715,9.596559
ACCEL,110038813138740,110038809626867,0.12868834,0.010773907,9.620501
GYRO,110038813270823,110038807119992,0.002530001,0.005326318,-0.0021305273
GYRO,110038813309782,110038809626867,3.9947388E-4,0.006391582,-0.0010652636
ACCEL,110038814173792,110038812133794,0.12868834,0.025139118,9.618107
GYRO,110038814317229,110038812133794,3.9947388E-4,0.005326318,-0.0010652636
ACCEL,110038817017542,110038814640773,0.13108255,0.008379706,9.598953
GYRO,110038817201552,110038814640773,3.9947388E-4,0.005326318,0.0010652636
ACCEL,110038819402177,110038817147805,0.11911154,-0.0035913025,9.582193
GYRO,110038819571604,110038817147805,-6.6578976E-4,0.006391582,0.0021305273
ACCEL,110038823164521,110038819654836,0.11192893,0.01316811,9.572617
GYRO,110038823377907,110038819654836,3.9947388E-4,0.008522109,0.0010652636
ACCEL,110038828633740,110038822161867,0.12150574,0.008379706,9.572617
ACCEL,110038829123219,110038824668898,0.11911154,-0.015562311,9.572617
GYRO,110038829255459,110038822161867,3.9947388E-4,0.010652636,-0.0
GYRO,110038829302386,110038824668898,3.9947388E-4,0.014913691,-0.0010652636
ACCEL,110038832724938,110038827175930,0.14065935,0.0011971008,9.56304
ACCEL,110038833106396,110038829682961,0.12629414,0.005985504,9.558251
GYRO,110038833166292,110038827175930,3.9947388E-4,0.018109482,-0.0010652636
GYRO,110038833276448,110038829682961,-6.6578976E-4,0.020240009,-0.0010652636
ACCEL,110038834255511,110038832189992,0.11671733,0.025139118,9.586982
GYRO,110038834582646,110038832189992,-0.0017310535,0.022370536,-0.0010652636
ACCEL,110038836949625,110038834697023,0.11432313,0.025139118,9.613318
GYRO,110038837246865,110038834697023,-6.6578976E-4,0.0234358,-0.0
ACCEL,110038839256240,110038837204055,0.12389994,0.005985504,9.651626
GYRO,110038839400302,110038837204055,-0.002796317,0.022370536,-0.0
ACCEL,110038841968896,110038839711086,0.13108255,-0.008379706,9.646837
GYRO,110038842367959,110038839711086,-0.002796317,0.022370536,-0.0
ACCEL,110038844395354,110038842218013,0.11432313,0.0035913025,9.630077
GYRO,110038844610563,110038842218013,-6.6578976E-4,0.019174745,-0.0010652636
ACCEL,110038848108115,110038844724940,0.109534726,0.010773907,9.603742
GYRO,110038848269834,110038844724940,3.9947388E-4,0.017044218,-0.0010652636
ACCEL,110038853700927,110038847231815,0.095169514,0.020350715,9.620501
ACCEL,110038854055563,110038849738690,0.09995792,0.008379706,9.622895
GYRO,110038854168688,110038847231815,3.9947388E-4,0.017044218,-0.0
GYRO,110038854212282,110038849738690,0.0014647375,0.017044218,-0.0
ACCEL,110038857806084,110038852245565,0.13108255,-0.0011971008,9.622895
ACCEL,110038858083636,110038854752440,0.12868834,-0.0035913025,9.610924
GYRO,110038858152386,110038852245565,0.0014647375,0.018109482,-0.0010652636
GYRO,110038858186032,110038854752440,-6.6578976E-4,0.018109482,-0.0
ACCEL,110038863565459,110038857259315,0.13347675,0.008379706,9.610924
ACCEL,110038863958427,110038859766190,0.109534726,0.01316811,9.613318
GYRO,110038864066865,110038857259315,-0.0017310535,0.018109482,-0.0
GYRO,110038864105198,110038859766190,-0.0017310535,0.018109482,-0.0010652636
ACCEL,110038867237073,110038862273065,0.08798691,0.027533319,9.620501
ACCEL,110038867561396,110038864779940,0.09995792,0.022744916,9.646837
GYRO,110038868038532,110038862273065,-0.002796317,0.018109482,-0.0021305273
GYRO,110038868139417,110038864779940,-0.0017310535,0.015978955,-0.0021305273
ACCEL,110038869649052,110038867286815,0.11911154,-0.0011971008,9.654019
GYRO,110038869947438,110038867286815,-0.0017310535,0.013848428,-0.0021305273
ACCEL,110038872126657,110038869793690,0.13108255,-0.0011971008,9.627684
GYRO,110038872405407,110038869793690,-6.6578976E-4,0.010652636,-0.0010652636
ACCEL,110038874430511,110038872300565,0.11192893,0.025139118,9.627684
GYRO,110038874615511,110038872300565,3.9947388E-4,0.008522109,-0.0
ACCEL,110038876934469,110038874807440,0.09756372,0.037110128,9.622895
GYRO,110038877081084,110038874807440,-6.6578976E-4,0.006391582,-0.0
ACCEL,110038879367438,110038877314315,0.092775315,0.029927522,9.613318
GYRO,110038879651656,110038877314315,-6.6578976E-4,0.006391582,-0.0010652636
ACCEL,110038882173115,110038879821190,0.12150574,0.005985504,9.615712
GYRO,110038882390771,110038879821190,0.0014647375,0.0042610546,-0.0010652636
ACCEL,110038884559313,110038882328065,0.14305355,-0.008379706,9.606135
GYRO,110038885078115,110038882328065,0.002530001,0.0021305273,-0.0010652636
ACCEL,110038886694313,110038884835409,0.13826515,0.0011971008,9.596559
GYRO,110038886849729,110038884835409,0.0014647375,0.0021305273,-0.0010652636
ACCEL,110038889583636,110038887342128,0.11911154,0.017956512,9.582193
GYRO,110038889856917,110038887342128,0.0014647375,0.0021305273,-0.0010652636
ACCEL,110038892090927,110038889848846,0.095169514,0.03232172,9.60853
GYRO,110038892295823,110038889848846,0.0014647375,0.003195791,-0.0
ACCEL,110038895747334,110038892355565,0.090381116,0.027533319,9.622895
GYRO,110038895889365,110038892355565,0.0014647375,0.003195791,-0.0010652636
ACCEL,110038901657698,110038894862284,0.10474633,0.005985504,9.630077
ACCEL,110038901932334,110038897369003,0.12629414,-0.0035913025,9.627684
GYRO,110038902030979,110038894862284,3.9947388E-4,0.0042610546,-0.0
GYRO,110038902081656,110038897369003,-6.6578976E-4,-0.0,-0.0
ACCEL,110038906943636,110038899875721,0.11911154,-0.010773907,9.601347
ACCEL,110038907831448,110038902382440,0.11432313,0.015562311,9.60853
GYRO,110038908116709,110038899875721,-0.002796317,-0.0010652636,-0.0
GYRO,110038908214104,110038902382440,-0.002796317,-0.0021305273,-0.0
ACCEL,110038911204834,110038904889159,0.090381116,0.034715924,9.598953
ACCEL,110038911932594,110038907395878,0.090381116,0.017956512,9.596559
GYRO,110038912128584,110038904889159,-0.0038615807,-0.0010652636,-0.0010652636
GYRO,110038912220354,110038907395878,-0.002796317,-0.0021305273,-0.0021305273
ACCEL,110038912322125,110038909902648,0.09995792,-0.0011971008,9.601347
GYRO,110038912394104,110038909902648,-0.002796317,-0.0010652636,-0.0021305273
ACCEL,110038916377490,110038912409471,0.092775315,0.0035913025,9.596559
GYRO,110038916692854,110038912409471,-0.002796317,0.0010652636,-0.0
ACCEL,110038922516917,110038914916294,0.08559271,0.0011971008,9.586982
ACCEL,110038923261344,110038917423117,0.10235212,0.015562311,9.60853
GYRO,110038923633688,110038914916294,-0.002796317,-0.0,-0.0010652636
GYRO,110038923754729,110038917423117,-0.002796317,-0.0010652636,-0.0010652636
ACCEL,110038926106188,110038919929940,0.11192893,0.015562311,9.594165
ACCEL,110038926725459,110038922436763,0.09995792,0.005985504,9.598953
GYRO,110038927055406,110038919929940,-6.6578976E-4,-0.0010652636,-0.0010652636
GYRO,110038927174886,110038922436763,-0.0017310535,-0.0010652636,-0.0010652636
ACCEL,110038927314365,110038924943638,0.09995792,0.0011971008,9.618107
GYRO,110038927442334,110038924943638,-0.0017310535,-0.0021305273,-0.0010652636
ACCEL,110038931706656,110038927450565,0.11671733,-0.005985504,9.603742
GYRO,110038932006656,110038927450565,-0.0017310535,-0.0042610546,-0.0010652636
ACCEL,110038936645406,110038929957492,0.11911154,-0.0011971008,9.606135
ACCEL,110038937740094,110038932464419,0.11192893,0.020350715,9.618107
GYRO,110038938029052,110038929957492,-0.0017310535,-0.0042610546,-0.0010652636
GYRO,110038938155615,110038932464419,3.9947388E-4,-0.003195791,-0.0
ACCEL,110038941089990,110038934971346,0.11192893,0.020350715,9.601347
ACCEL,110038941893636,110038937478273,0.109534726,0.008379706,9.594165
GYRO,110038942161500,110038934971346,3.9947388E-4,-0.0010652636,-0.0
GYRO,110038942278584,110038937478273,0.0014647375,-0.0,-0.0
ACCEL,110038943783636,110038939985253,0.11192893,0.010773907,9.577405
GYRO,110038944384677,110038939985253,0.0014647375,0.0010652636,-0.0010652636
ACCEL,110038945497021,110038942492284,0.12868834,-0.005985504,9.594165
GYRO,110038945663375,110038942492284,-6.6578976E-4,0.003195791,0.0010652636
ACCEL,110038948703115,110038944999367,0.12389994,-0.0035913025,9.610924
GYRO,110038949151969,110038944999367,-6.6578976E-4,0.0042610546,0.0021305273
ACCEL,110038954813063,110038947506450,0.107140526,0.017956512,9.615712
GYRO,110038955052177,110038947506450,-6.6578976E-4,0.003195791,0.0021305273
ACCEL,110038955647750,110038950013534,0.11671733,0.017956512,9.620501
GYRO,110038955872281,110038950013534,3.9947388E-4,0.0010652636,0.0010652636
ACCEL,110038959240146,110038952520617,0.13108255,0.017956512,9.613318
ACCEL,110038960034886,110038955027700,0.13347675,0.010773907,9.610924
GYRO,110038960248375,110038952520617,3.9947388E-4,-0.0,0.0010652636
GYRO,110038960345406,110038955027700,-6.6578976E-4,-0.0,0.0010652636
ACCEL,110038965038844,110038957534784,0.12389994,0.022744916,9.620501
ACCEL,110038965863636,110038960041867,0.10474633,0.015562311,9.610924
GYRO,110038966099469,110038957534784,-0.002796317,0.0010652636,-0.0010652636
GYRO,110038966196500,110038960041867,-0.0017310535,0.0021305273,-0.0010652636
ACCEL,110038969776604,110038962548846,0.08319851,0.015562311,9.606135
ACCEL,110038970172073,110038965055825,0.09756372,0.010773907,9.630077
GYRO,110038970295459,110038962548846,-6.6578976E-4,0.0021305273,-0.0010652636
GYRO,110038970422021,110038965055825,-0.0017310535,0.0010652636,-0.0021305273
ACCEL,110038974817177,110038967562700,0.11671733,0.0011971008,9.622895
GYRO,110038975222281,110038967562700,-6.6578976E-4,0.0010652636,-0.0010652636
ACCEL,110038975391865,110038970069575,0.12150574,0.0011971008,9.615712
GYRO,110038975638531,110038970069575,-6.6578976E-4,-0.0010652636,-0.0010652636
ACCEL,110038975815459,110038972576450,0.12868834,0.008379706,9.613318
GYRO,110038975945927,110038972576450,3.9947388E-4,-0.0021305273,-0.0010652636
ACCEL,110038978159625,110038975083325,0.11192893,0.005985504,9.632472
GYRO,110038978394573,110038975083325,3.9947388E-4,-0.0042610546,-0.0010652636
ACCEL,110038981156604,110038977590200,0.10474633,0.005985504,9.639654
GYRO,110038981742229,110038977590200,3.9947388E-4,-0.005326318,-0.0
GYRO,110038987424261,110038980097075,3.9947388E-4,-0.006391582,-0.0
ACCEL,110038987833844,110038980097075,0.11671733,-0.0011971008,9.63726
GYRO,110038987967386,110038982603950,-0.0017310535,-0.0074568456,-0.0010652636
ACCEL,110038988058323,110038982603950,0.12868834,-0.005985504,9.625289
ACCEL,110038991370511,110038985110825,0.109534726,0.010773907,9.620501
ACCEL,110038992348115,110038987617700,0.09756372,0.027533319,9.625289
GYRO,110038992656031,110038985110825,-0.002796317,-0.0074568456,-0.0
GYRO,110038992795354,110038987617700,-0.002796317,-0.008522109,-0.0010652636
ACCEL,110038993247125,110038990124575,0.090381116,0.020350715,9.630077
GYRO,110038993322750,110038990124575,-0.0017310535,-0.0074568456,-0.0
GYRO,110038995033063,110038992631450,-0.0017310535,-0.008522109,-0.0
ACCEL,110038997854781,110038992631450,0.09756372,-0.008379706,9.610924
ACCEL,110038998649000,110038995138325,0.11192893,-0.0035913025,9.586982
GYRO,110038998877750,110038995138325,3.9947388E-4,-0.009587373,-0.0010652636
ACCEL,110039004159000,110038997645200,0.109534726,0.005985504,9.5798
ACCEL,110039004586344,110039000152075,0.11432313,0.025139118,9.575011
GYRO,110039004720198,110038997645200,3.9947388E-4,-0.010652636,-0.0010652636
GYRO,110039004780459,110039000152075,-6.6578976E-4,-0.009587373,-0.0010652636
ACCEL,110039009538479,110039002658950,0.11432313,0.017956512,9.572617
ACCEL,110039010390302,110039005165825,0.11432313,0.0035913025,9.575011
GYRO,110039010703844,110039002658950,3.9947388E-4,-0.010652636,-0.0010652636
GYRO,110039010823219,110039005165825,0.0014647375,-0.008522109,-0.0
GYRO,110039015151136,110039007672700,0.0014647375,-0.0074568456,-0.0021305273
ACCEL,110039015486240,110039007672700,0.12389994,0.010773907,9.598953
GYRO,110039016018636,110039010179575,0.002530001,-0.006391582,-0.0021305273
ACCEL,110039016158011,110039010179575,0.13587095,0.0011971008,9.59177
ACCEL,110039019925302,110039012686450,0.10474633,0.020350715,9.584588
ACCEL,110039020928531,110039015193325,0.09995792,0.029927522,9.596559
GYRO,110039021161292,110039012686450,0.002530001,-0.003195791,-0.0021305273
GYRO,110039021256813,110039015193325,0.002530001,-0.0021305273,-0.0021305273
ACCEL,110039024774156,110039017700200,0.09995792,0.037110128,9.60853
ACCEL,110039025886761,110039020207075,0.11911154,0.010773907,9.594165
GYRO,110039026089000,110039017700200,0.0035952649,-0.0,-0.0010652636
GYRO,110039026166344,110039020207075,0.002530001,-0.0,-0.0021305273
ACCEL,110039029475302,110039022713950,0.13826515,0.0011971008,9.610924
ACCEL,110039030073479,110039025220825,0.12389994,0.008379706,9.613318
GYRO,110039030294781,110039022713950,0.002530001,-0.0,-0.0021305273
GYRO,110039030374000,110039025220825,0.002530001,-0.0,-0.0010652636
ACCEL,110039034007646,110039027727700,0.11192893,0.022744916,9.610924
GYRO,110039034284938,110039027727700,0.002530001,-0.0010652636,-0.0010652636
ACCEL,110039035444521,110039030234575,0.107140526,0.03232172,9.60853
GYRO,110039035698167,110039030234575,0.002530001,-0.0010652636,-0.0010652636
ACCEL,110039035779469,110039032741450,0.092775315,0.017956512,9.606135
GYRO,110039035842334,110039032741450,0.0014647375,-0.0,-0.0010652636
ACCEL,110039038074469,110039035248325,0.11911154,0.01316811,9.642049
GYRO,110039039087334,110039035248325,0.0014647375,0.0010652636,-0.0
ACCEL,110039040381604,110039037755200,0.11432313,0.0011971008,9.620501
GYRO,110039040641761,110039037755200,0.0014647375,0.0010652636,-0.0010652636
ACCEL,110039042547281,110039040262075,0.109534726,0.020350715,9.625289
GYRO,110039042875198,110039040262075,3.9947388E-4,0.0010652636,-0.003195791
ACCEL,110039045189261,110039042768950,0.090381116,0.010773907,9.630077
GYRO,110039045345094,110039042768950,3.9947388E-4,-0.0,-0.0010652636
ACCEL,110039048703427,110039045275825,0.10474633,0.010773907,9.618107
GYRO,110039049015302,110039045275825,-6.6578976E-4,-0.0010652636,-0.0010652636
ACCEL,110039054355771,110039047782700,0.12389994,0.0011971008,9.606135
ACCEL,110039054632438,110039050289575,0.12629414,-0.017956512,9.613318
GYRO,110039054694729,110039047782700,-6.6578976E-4,-0.0,-0.0010652636
GYRO,110039054730406,110039050289575,-6.6578976E-4,0.0021305273,-0.0010652636
ACCEL,110039059187281,110039052796450,0.12150574,0.0011971008,9.620501
ACCEL,110039059387906,110039055303325,0.107140526,0.0011971008,9.610924
GYRO,110039059445042,110039052796450,-6.6578976E-4,-0.0,-0.0021305273
GYRO,110039059486917,110039055303325,-6.6578976E-4,-0.0,-0.0010652636
ACCEL,110039063875875,110039057810200,0.12150574,0.01316811,9.625289
ACCEL,110039064074365,110039060317075,0.11911154,0.01316811,9.60853
GYRO,110039064135771,110039057810200,3.9947388E-4,-0.0,-0.0
GYRO,110039064170927,110039060317075,3.9947388E-4,0.0010652636,-0.0
ACCEL,110039070393011,110039062823950,0.12150574,0.005985504,9.610924
ACCEL,110039071168375,110039065330825,0.12150574,0.008379706,9.615712
GYRO,110039071311500,110039062823950,-6.6578976E-4,-0.0,-0.0010652636
