sensor_type,timestamp_ns,sensor_time_ns,val_x,val_y,val_z
ACCEL,110086754381065,110086752521275,1.2683283,4.8398786,7.7985134
GYRO,110086754546326,110086752521275,1.3869733,-0.2669817,0.108923204
ACCEL,110086757036638,110086755027837,1.2898762,4.871003,7.755418
GYRO,110086757463305,110086755027837,1.381647,-0.25313327,0.11638005
ACCEL,110086759513982,110086757534400,1.3305776,4.9021277,7.7147164
GYRO,110086760051378,110086757534400,1.3763206,-0.23821959,0.121706374
GYRO,110086761988461,110086760040962,1.3688638,-0.2233059,0.12703268
ACCEL,110086762525701,110086760040962,1.3617022,4.9643774,7.6692266
ACCEL,110086764562107,110086762547525,1.4000094,5.007473,7.662044
GYRO,110086765282940,110086762547525,1.3603417,-0.20945746,0.13342427
ACCEL,110086767225649,110086765054087,1.4191631,5.064934,7.6548615
GYRO,110086767877263,110086765054087,1.3518195,-0.19773956,0.13875058
ACCEL,110086770099972,110086767560650,1.4311341,5.16549,7.6309195
GYRO,110086770736169,110086767560650,1.3432975,-0.18921745,0.14301164
ACCEL,110086772232055,110086770067212,1.4311341,5.246893,7.5806413
GYRO,110086772420232,110086770067212,1.3337101,-0.1849564,0.14620744
GYRO,110086774613565,110086772573775,1.3230574,-0.17963009,0.15153375
ACCEL,110086775293565,110086772573775,1.4550761,5.3282957,7.5255747
ACCEL,110086777507263,110086775080337,1.4742297,5.380968,7.465719
GYRO,110086777738930,110086775080337,1.3124048,-0.17430377,0.15472955
ACCEL,110086779813149,110086777586900,1.5460558,5.3833623,7.4106526
GYRO,110086780742836,110086777586900,1.2996217,-0.16578165,0.15579481
ACCEL,110086782547263,110086780093462,1.6226702,5.357026,7.3867106
GYRO,110086782782888,110086780093462,1.2879038,-0.15725954,0.15579481
ACCEL,110086784787055,110086782600025,1.7040731,5.3282957,7.367557
GYRO,110086785693357,110086782600025,1.2740554,-0.1498027,0.15259902
GYRO,110086787217003,110086785106587,1.2602069,-0.14447638,0.14727269
ACCEL,110086787894138,110086785106587,1.7423803,5.345055,7.343615
ACCEL,110086790085753,110086787613150,1.775899,5.3857565,7.319673
GYRO,110086790907367,110086787613150,1.2463585,-0.13915007,0.14088112
ACCEL,110086792541690,110086790119712,1.7735049,5.4527946,7.2765775
GYRO,110086793569242,110086790119712,1.2303795,-0.13595428,0.13342427
ACCEL,110086795522055,110086792626275,1.7591397,5.505467,7.2622123
GYRO,110086795830805,110086792626275,1.2154658,-0.13382374,0.12809795
ACCEL,110086798064138,110086795132837,1.7136499,5.5844755,7.307702
GYRO,110086799453722,110086795132837,1.1994869,-0.13382374,0.12490216
GYRO,110086800496951,110086797639400,1.1856384,-0.1380848,0.12703268
ACCEL,110086800781169,110086797639400,1.6609775,5.685032,7.3484035
ACCEL,110086802902628,110086800145962,1.6106992,5.804742,7.3819222
GYRO,110086804620336,110086800145962,1.17179,-0.14554164,0.13342427
ACCEL,110086805403826,110086802652525,1.5795746,5.886145,7.3867106
GYRO,110086805622888,110086802652525,1.1600721,-0.15512902,0.14194638
ACCEL,110086807761482,110086805159087,1.5795746,5.943606,7.3843164
GYRO,110086808007992,110086805159087,1.1494194,-0.1647164,0.14833796
ACCEL,110086810475597,110086807665650,1.6154876,5.957971,7.377134
GYRO,110086810708878,110086807665650,1.1398321,-0.17217323,0.15366428
ACCEL,110086812428930,110086810172212,1.6825253,5.9507885,7.3603745
GYRO,110086813088722,110086810172212,1.1323752,-0.17749955,0.15472955
ACCEL,110086814940753,110086812678775,1.7998412,5.9124813,7.3603745
GYRO,110086815161169,110086812678775,1.1259837,-0.17749955,0.15366428
ACCEL,110086817942419,110086815185337,1.8956091,5.85502,7.3747396
GYRO,110086818495909,110086815185337,1.1206573,-0.1764343,0.14940323
ACCEL,110086819792836,110086817691900,1.9865888,5.8215013,7.40347
GYRO,110086820478982,110086817691900,1.1195921,-0.1732385,0.14514217
ACCEL,110086822620857,110086820198462,2.058415,5.7879825,7.439383
GYRO,110086823586326,110086820198462,1.1185268,-0.17004271,0.13448954
GYRO,110086824954138,110086822705025,1.1195921,-0.16897744,0.121706374
ACCEL,110086825715909,110086822705025,2.0847511,5.7784057,7.463325
ACCEL,110086827504347,110086825211587,2.106299,5.792771,7.5016327
GYRO,110086828283097,110086825211587,1.1217226,-0.16684692,0.10466215
ACCEL,110086829937680,110086827718150,2.106299,5.8095303,7.53994
GYRO,110086830127576,110086827718150,1.127049,-0.16791219,0.08442214
ACCEL,110086832187940,110086830224712,2.1134815,5.843049,7.5495167
GYRO,110086832373097,110086830224712,1.135571,-0.16684692,0.06631266
ACCEL,110086834879242,110086832731275,2.154183,5.8574142,7.5566993
GYRO,110086835519034,110086832731275,1.1462237,-0.16684692,0.047137916
ACCEL,110086837530284,110086835237837,2.166154,5.8598084,7.575853
GYRO,110086837765805,110086835237837,1.1579416,-0.16684692,0.026897907
ACCEL,110086839862576,110086837744400,2.1829133,5.895722,7.5926123
GYRO,110086840566899,110086837744400,1.1707247,-0.16791219,0.0087884255
ACCEL,110086842175336,110086840250962,2.1877017,5.922058,7.599795
GYRO,110086842323878,110086840250962,1.1856384,-0.17110798,-0.010386321
ACCEL,110086844714138,110086842757525,2.168548,5.9627595,7.602189
GYRO,110086845238513,110086842757525,1.2005521,-0.1764343,-0.029561065
ACCEL,110086847158409,110086845264087,2.156577,6.005855,7.566276
GYRO,110086847482732,110086845264087,1.2154658,-0.18282588,-0.04554002
GYRO,110086850154190,110086847770650,1.2325101,-0.1881522,-0.062584236
ACCEL,110086850377628,110086847770650,2.106299,6.0369797,7.5327573
ACCEL,110086852527836,110086850277212,2.0655975,6.0800753,7.472902
GYRO,110086853304919,110086850277212,1.2463585,-0.19028272,-0.07643267
ACCEL,110086854936482,110086852783775,2.034473,6.089652,7.4465656
GYRO,110086855580701,110086852783775,1.2591416,-0.19134799,-0.08921583
ACCEL,110086857808461,110086855290337,1.9985598,6.0920463,7.3986816
GYRO,110086857977992,110086855290337,1.2719247,-0.19134799,-0.10199899
ACCEL,110086859893461,110086857796900,1.9722236,6.0920463,7.343615
GYRO,110086860133253,110086857796900,1.2815121,-0.19241324,-0.11371689
ACCEL,110086862415544,110086860303462,1.9674352,6.0968347,7.2765775
GYRO,110086862766169,110086860303462,1.2910995,-0.19347851,-0.12436953
ACCEL,110086864944294,110086862810754,1.9434932,6.089652,7.1927805
GYRO,110086865726534,110086862810754,1.2953606,-0.19560903,-0.13502216
GYRO,110086867586586,110086865317421,1.2996217,-0.19773956,-0.14567481
ACCEL,110086867729763,110086865317421,1.8836381,6.1112,7.1425023
GYRO,110086869917680,110086867823983,1.2996217,-0.1998701,-0.15313165
GYRO,110086872398513,110086870330546,1.2953606,-0.20519641,-0.1573927
ACCEL,110086872633617,110086867823983,1.8046296,6.1447186,7.080253
ACCEL,110086872734763,110086870330546,1.7088615,6.1519012,7.0491285
ACCEL,110086874897003,110086872837108,1.6250644,6.2045736,7.018004
GYRO,110086874999711,110086872837108,1.2910995,-0.21052273,-0.15952323
ACCEL,110086877404711,110086875343671,1.5460558,6.2500634,6.9844847
GYRO,110086877502263,110086875343671,1.2847079,-0.21584904,-0.15952323
ACCEL,110086880001742,110086877850233,1.4838065,6.2763996,6.9557543
GYRO,110086880121222,110086877850233,1.2751206,-0.22224063,-0.15632744
ACCEL,110086882643878,110086880356796,1.4862007,6.295553,6.9246297
GYRO,110086882768044,110086880356796,1.2634027,-0.22969747,-0.14993586
ACCEL,110086884899815,110086882863358,1.4814123,6.326678,6.893505
GYRO,110086884983878,110086882863358,1.2516848,-0.23395853,-0.14567481
GYRO,110086887285180,110086885369921,1.2367711,-0.23928484,-0.14247902
ACCEL,110086887495284,110086885369921,1.4885949,6.3218894,6.867169
ACCEL,110086890532524,110086887876483,1.5125369,6.314707,6.831256
GYRO,110086890661690,110086887876483,1.2218574,-0.24141537,-0.13821796
ACCEL,110086893426534,110086890383046,1.5053543,6.319495,6.7785835
GYRO,110086893544190,110086890383046,1.2037479,-0.24141537,-0.13395691
ACCEL,110086895342888,110086892889608,1.5197195,6.326678,6.7211227
GYRO,110086895451534,110086892889608,1.1867037,-0.23928484,-0.12863058
ACCEL,110086897922419,110086895396171,1.54845,6.364985,6.6923923
GYRO,110086898056794,110086895396171,1.1696595,-0.23076274,-0.1254348
ACCEL,110086903326690,110086897902733,1.572392,6.4032927,6.666056
GYRO,110086903505961,110086897902733,1.1536806,-0.21691431,-0.12010848
GYRO,110086903569242,110086900409296,1.1377015,-0.1966743,-0.114782155
ACCEL,110086903619867,110086900409296,1.608305,6.432023,6.6708446
GYRO,110086905945076,110086902915858,1.1238531,-0.1732385,-0.1105211
ACCEL,110086906499347,110086902915858,1.6418238,6.465542,6.6732388
ACCEL,110086907879138,110086905422421,1.6921021,6.4846954,6.6828156
GYRO,110086907990544,110086905422421,1.1100047,-0.14767218,-0.10626005
ACCEL,110086910963617,110086907928983,1.7304093,6.506243,6.675633
GYRO,110086911069711,110086907928983,1.0972215,-0.11784479,-0.10093373
ACCEL,110086912663461,110086910435546,1.7878702,6.525397,6.654085
GYRO,110086912768774,110086910435546,1.086569,-0.08588688,-0.09773794
ACCEL,110086915185544,110086912942108,1.857302,6.554127,6.6085954
GYRO,110086915279659,110086912942108,1.0780468,-0.049667917,-0.093476884
ACCEL,110086917813774,110086915448671,1.9315223,6.578069,6.637326
GYRO,110086917917315,110086915448671,1.0705899,-0.011318427,-0.09028109
ACCEL,110086919958826,110086917955233,1.9937714,6.6187706,6.6708446
GYRO,110086920044607,110086917955233,1.0641984,0.0259658,-0.08921583
ACCEL,110086922329555,110086920461796,2.0488381,6.669049,6.723517
GYRO,110086922423774,110086920461796,1.0610026,0.0611195,-0.09241162
GYRO,110086924878409,110086922968358,1.0610026,0.092012145,-0.095607415
ACCEL,110086924976117,110086922968358,2.0799627,6.728904,6.785766
ACCEL,110086927836794,110086925474921,2.0991163,6.7887588,6.807314
GYRO,110086928601378,110086925474921,1.0631331,0.11757848,-0.10093373
ACCEL,110086929975649,110086927981483,2.11827,6.827066,6.83365
GYRO,110086930139347,110086927981483,1.0673941,0.13888375,-0.10626005
ACCEL,110086932731378,110086930488046,2.1470003,6.862979,6.831256
GYRO,110086933571222,110086930488046,1.074851,0.15912376,-0.114782155
ACCEL,110086934988721,110086932994608,2.1972785,6.867768,6.8264675
GYRO,110086935383305,110086932994608,1.0855037,0.17723323,-0.12436953
GYRO,110086937455961,110086935501171,1.0961562,0.19427745,-0.13715269
ACCEL,110086937973409,110086935501171,2.2260091,6.870162,6.8025255
ACCEL,110086939934607,110086938007733,2.2451627,6.862979,6.7642183
GYRO,110086940330909,110086938007733,1.1078742,0.20919114,-0.14887059
ACCEL,110086942478253,110086940514296,2.2499511,6.8486137,6.6971807
GYRO,110086942890909,110086940514296,1.1206573,0.22303957,-0.16058849
ACCEL,110086945683201,110086943020858,2.2188265,6.851008,6.6349316
GYRO,110086946234711,110086943020858,1.1323752,0.236888,-0.17230639
ACCEL,110086947717419,110086945527421,2.1733365,6.872556,6.570288
GYRO,110086947908357,110086945527421,1.1440932,0.2518017,-0.18295904
GYRO,110086950257211,110086948033983,1.1536806,0.26138908,-0.1925464
ACCEL,110086950939919,110086948033983,2.106299,6.9012866,6.5152216
ACCEL,110086952619242,110086950540546,2.0392613,6.903681,6.4697313
GYRO,110086953292680,110086950540546,1.1611373,0.26991117,-0.2010685
ACCEL,110086955046742,110086953047108,1.9794062,6.9228344,6.4002995
GYRO,110086956081951,110086953047108,1.167529,0.27630275,-0.20746009
ACCEL,110086957850909,110086955553671,1.9458874,6.932411,6.321291
GYRO,110086958022471,110086955553671,1.17179,0.27949855,-0.21385168
ACCEL,110086960014451,110086958060233,1.929128,6.918046,6.2183404
GYRO,110086960417315,110086958060233,1.1739205,0.2816291,-0.22130851
GYRO,110086962657471,110086960566796,1.17179,0.2837596,-0.2277001
ACCEL,110086962844138,110086960566796,1.9458874,6.894104,6.096236
ACCEL,110086965321117,110086963073358,1.9315223,6.884527,5.988497
GYRO,110086966003305,110086963073358,1.167529,0.28589013,-0.23622221
ACCEL,110086967798878,110086965579921,1.941099,6.8893156,5.9023056
GYRO,110086968004867,110086965579921,1.1579416,0.28908592,-0.24474432
ACCEL,110086970303461,110086968086483,1.9243397,6.894104,5.8639984
GYRO,110086971020232,110086968086483,1.1472889,0.28802067,-0.25326642
ACCEL,110086972638096,110086970593046,1.8860323,6.9108634,5.880758
GYRO,110086973334919,110086970593046,1.1323752,0.2837596,-0.26072326
GYRO,110086975219607,110086973099608,1.1163963,0.27310696,-0.26711485
ACCEL,110086975936221,110086973099608,1.809418,6.9587474,5.892729
ACCEL,110086978252367,110086975606171,1.7040731,7.035362,5.8879404
GYRO,110086978491065,110086975606171,1.1004174,0.25819328,-0.27137592
ACCEL,110086980204971,110086978112733,1.5867572,7.100005,5.885546
GYRO,110086981102576,110086978112733,1.0823078,0.23901853,-0.27244118
ACCEL,110086983238826,110086980619296,1.4742297,7.1670427,5.907094
GYRO,110086983506482,110086980619296,1.0652636,0.21771325,-0.27244118
ACCEL,110086985937992,110086983125858,1.3880384,7.2125325,5.9142766
GYRO,110086986284503,110086983125858,1.0514152,0.1932122,-0.2660496
GYRO,110086988052107,110086985632421,1.0365015,0.1697764,-0.25859275
ACCEL,110086989174399,110086985632421,1.3281834,7.277176,5.8879404
ACCEL,110086990611326,110086988138983,1.3138182,7.301118,5.885546
GYRO,110086990849346,110086988138983,1.0205226,0.1463406,-0.24900538
GYRO,110086993050232,110086990645546,1.0077394,0.12716585,-0.239418
GYRO,110086995515961,110086993152108,0.99495625,0.10905637,-0.22983064
ACCEL,110086996625753,110086990645546,1.3257892,7.291541,5.868787
ACCEL,110086996927628,110086993152108,1.3760674,7.267599,5.8161144
GYRO,110086997671169,110086995658671,0.98536885,0.09733847,-0.22237378
ACCEL,110086998142524,110086995658671,1.4239515,7.2388687,5.7945666
GYRO,110087000206638,110086998165233,0.97471625,0.08988162,-0.21704747
ACCEL,110087000735492,110086998165233,1.4694413,7.2245035,5.7825956
GYRO,110087002759607,110087000671796,0.96512884,0.0845553,-0.21172115
ACCEL,110087003526742,110087000671796,1.5316905,7.2101383,5.775413
ACCEL,110087005661638,110087003178358,1.572392,7.207744,5.763442
GYRO,110087005899294,110087003178358,0.95660675,0.080294244,-0.20852536
GYRO,110087007773617,110087005684921,0.94808465,0.07922898,-0.20746009
ACCEL,110087008600284,110087005684921,1.6011224,7.2125325,5.725135
ACCEL,110087010206430,110087008191483,1.608305,7.1981673,5.6868277
GYRO,110087010384607,110087008191483,0.9427583,0.080294244,-0.20532957
GYRO,110087012729555,110087010698046,0.93636674,0.0845553,-0.20319904
ACCEL,110087013428357,110087010698046,1.6059108,7.2149267,5.6628857
ACCEL,110087015197003,110087013204608,1.6226702,7.1909847,5.6365495
GYRO,110087015849242,110087013204608,0.93210566,0.09094688,-0.2010685
ACCEL,110087018473930,110087015711171,1.6106992,7.2005615,5.6030307
GYRO,110087018709346,110087015711171,0.9257141,0.09840373,-0.2010685
ACCEL,110087020505492,110087018217733,1.620276,7.2268977,5.533599
GYRO,110087021547471,110087018217733,0.9203878,0.10905637,-0.19787273
ACCEL,110087022882732,110087020724296,1.6154876,7.243657,5.4498014
GYRO,110087023082211,110087020724296,0.9150615,0.12183953,-0.19574219
GYRO,110087025735076,110087023230858,0.90973514,0.13888375,-0.19361167
ACCEL,110087025964034,110087023230858,1.6346412,7.2508397,5.3636103
ACCEL,110087027846169,110087025737421,1.6609775,7.243657,5.2822075
GYRO,110087028204815,110087025737421,0.9022783,0.16018902,-0.19041587
ACCEL,110087030234190,110087028243983,1.6801311,7.229292,5.2079873
GYRO,110087030394034,110087028243983,0.89482147,0.18362482,-0.19041587
ACCEL,110087032753253,110087030750546,1.6777369,7.2221093,5.1648917
GYRO,110087033469294,110087030750546,0.8862994,0.20812589,-0.1893506
ACCEL,110087035139503,110087033257108,1.6514006,7.229292,5.133767
GYRO,110087035302836,110087033257108,0.87245095,0.23262694,-0.1893506
ACCEL,110087037818826,110087035763671,1.6346412,7.241263,5.133767
GYRO,110087038014451,110087035763671,0.8596678,0.25286695,-0.19041587
ACCEL,110087040249867,110087038270233,1.5819688,7.2819643,5.133767
GYRO,110087040987003,110087038270233,0.84581935,0.26884592,-0.1893506
ACCEL,110087042758774,110087040776796,1.54845,7.3442135,5.121796
GYRO,110087043346482,110087040776796,0.8309056,0.27949855,-0.18615483
ACCEL,110087045483149,110087043283358,1.4957775,7.406463,5.1050367
GYRO,110087046066274,110087043283358,0.8181225,0.28589013,-0.18295904
GYRO,110087048057888,110087045789921,0.804274,0.28802067,-0.17869797
ACCEL,110087048468201,110087045789921,1.4718355,7.451953,5.1409497
ACCEL,110087051158044,110087048296483,1.4478935,7.4806833,5.1361613
GYRO,110087051515232,110087048296483,0.7914909,0.28802067,-0.17550218
ACCEL,110087053906846,110087050803046,1.4502877,7.5046253,5.1505265
GYRO,110087054254607,110087050803046,0.7819035,0.2816291,-0.17124113
ACCEL,110087055516742,110087053309608,1.4670471,7.4926543,5.1409497
GYRO,110087055635232,110087053309608,0.7712509,0.2720417,-0.17017587
GYRO,110087058843826,110087055816171,0.76272875,0.2603238,-0.1691106
ACCEL,110087059571899,110087055816171,1.4957775,7.4687123,5.1529207
ACCEL,110087060360440,110087058322733,1.5149311,7.4591355,5.131373
GYRO,110087060774659,110087058322733,0.75420666,0.24434485,-0.17124113
ACCEL,110087063393826,110087060829296,1.5149311,7.4615297,5.1481323
GYRO,110087063682888,110087060829296,0.74568456,0.22943115,-0.17443693
ACCEL,110087065751690,110087063335858,1.4909891,7.4375877,5.1624975
GYRO,110087066021586,110087063335858,0.7371624,0.21238694,-0.17976324
ACCEL,110087067996899,110087065842421,1.4933833,7.4351935,5.1840453
GYRO,110087068516846,110087065842421,0.7297056,0.1932122,-0.18508956
ACCEL,110087070723149,110087068348983,1.4502877,7.4687123,5.2127757
GYRO,110087070953982,110087068348983,0.72224873,0.17084165,-0.19041587
ACCEL,110087073726846,110087070855546,1.407192,7.4711065,5.2343235
GYRO,110087073979815,110087070855546,0.7147919,0.1431448,-0.19680746
ACCEL,110087075500284,110087073362108,1.3784616,7.487866,5.263054
GYRO,110087075681534,110087073362108,0.7062698,0.114382684,-0.2042643
ACCEL,110087077993305,110087075868671,1.3425486,7.511808,5.275025
GYRO,110087078160753,110087075868671,0.6966824,0.082424775,-0.20959063
ACCEL,110087080359659,110087078375233,1.3186066,7.5405383,5.325303
GYRO,110087080515596,110087078375233,0.68922555,0.050466865,-0.21385168
ACCEL,110087082837836,110087080881796,1.3042414,7.5884223,5.3636103
GYRO,110087083395909,110087080881796,0.6817687,0.016378429,-0.21704747
ACCEL,110087085225024,110087083388358,1.2731167,7.6482773,5.3899465
GYRO,110087085373669,110087083388358,0.6743119,-0.018775271,-0.22024326
ACCEL,110087087679503,110087085894921,1.2515689,7.6961613,5.4043117
GYRO,110087087934138,110087085894921,0.66898555,-0.050733183,-0.22024326
ACCEL,110087090409503,110087088401483,1.2443863,7.7464395,5.4091
GYRO,110087090685753,110087088401483,0.6679203,-0.07736477,-0.21917799
ACCEL,110087092672524,110087090908046,1.2683283,7.7464395,5.4138885
GYRO,110087092951065,110087090908046,0.6679203,-0.099735305,-0.21704747
ACCEL,110087095200961,110087093414608,1.3090298,7.7488337,5.421071
GYRO,110087095436013,110087093414608,0.6679203,-0.11784479,-0.2127864
ACCEL,110087097876274,110087095921171,1.371279,7.7464395,5.445013
GYRO,110087098323409,110087095921171,0.67005086,-0.12956269,-0.20959063
ACCEL,110087100382211,110087098427733,1.4454993,7.7344685,5.456984
GYRO,110087100977836,110087098427733,0.6743119,-0.13915007,-0.20639484
ACCEL,110087102819399,110087100934296,1.4718355,7.739257,5.45459
GYRO,110087103126638,110087100934296,0.68070346,-0.14234586,-0.20319904
GYRO,110087105367992,110087103440858,0.68922555,-0.13915007,-0.20000325
ACCEL,110087105507784,110087103440858,1.4790181,7.751228,5.4498014
ACCEL,110087107765596,110087105947421,1.4742297,7.77517,5.4641666
GYRO,110087108122055,110087105947421,0.6977477,-0.13169321,-0.19787273
ACCEL,110087110751742,110087108453983,1.4526819,7.77517,5.4881086
GYRO,110087110959815,110087108453983,0.70946556,-0.124236375,-0.19467694
ACCEL,110087113759503,110087110960546,1.4526819,7.7608047,5.478532
GYRO,110087114007836,110087110960546,0.7211835,-0.113583736,-0.1925464
ACCEL,110087115846013,110087113467108,1.4263457,7.727286,5.430648
GYRO,110087116635544,110087113467108,0.73183614,-0.101865835,-0.1893506
GYRO,110087118057367,110087115973671,0.74248874,-0.090147935,-0.18722008
ACCEL,110087118626274,110087115973671,1.4119805,7.6985555,5.4019175
ACCEL,110087120596690,110087118480233,1.4095862,7.681796,5.3636103
GYRO,110087121263617,110087118480233,0.75207615,-0.07736477,-0.18402429
ACCEL,110087123337315,110087120986796,1.3880384,7.6841903,5.2941785
GYRO,110087123582628,110087120986796,0.759533,-0.06564687,-0.1808285
GYRO,110087125962732,110087123493358,0.7680551,-0.05392897,-0.17763272
ACCEL,110087126436586,110087123493358,1.38325,7.667431,5.21517
ACCEL,110087128577471,110087125999921,1.371279,7.6841903,5.1026425
GYRO,110087129736326,110087125999921,0.77444667,-0.040080544,-0.17443693
ACCEL,110087130952367,110087128506483,1.347337,7.6985555,4.9996915
GYRO,110087131216013,110087128506483,0.779773,-0.023036325,-0.17124113
ACCEL,110087133517836,110087131013046,1.3257892,7.679402,4.9278655
GYRO,110087133840753,110087131013046,0.784034,-0.002796317,-0.1691106
ACCEL,110087136071169,110087133519608,1.3066356,7.667431,4.8656163
GYRO,110087137236899,110087133519608,0.78722984,0.018508956,-0.16484955
GYRO,110087138267628,110087136026171,0.78722984,0.037683703,-0.16058849
ACCEL,110087138852159,110087136026171,1.2946646,7.645883,4.7866077
ACCEL,110087141352159,110087138532733,1.2683283,7.6147585,4.681263
GYRO,110087141662940,110087138532733,0.7850993,0.055793185,-0.15632744
GYRO,110087143865180,110087141039296,0.78083825,0.071772136,-0.15419692
ACCEL,110087146123357,110087141039296,1.2635399,7.6171527,4.573524
ACCEL,110087147029399,110087143545858,1.2204443,7.6171527,4.4777555
GYRO,110087148370076,110087143545858,0.7712509,0.08668583,-0.15313165
ACCEL,110087148901690,110087146052421,1.1917139,7.621941,4.3460746
GYRO,110087149238305,110087146052421,0.75846773,0.10053425,-0.14887059
GYRO,110087151079659,110087148558983,0.743554,0.114382684,-0.14354427
ACCEL,110087151886534,110087148558983,1.1725603,7.607576,4.252701
ACCEL,110087153333930,110087151065546,1.146224,7.6147585,4.185663
GYRO,110087153705388,110087151065546,0.72544456,0.12716585,-0.14141375
ACCEL,110087155679138,110087153572108,1.1150994,7.631518,4.1665096
GYRO,110087156099503,110087153572108,0.7062698,0.1346227,-0.13821796
GYRO,110087158042940,110087156078671,0.6838993,0.13568796,-0.13502216
ACCEL,110087158574138,110087156078671,1.0648212,7.667431,4.156933
GYRO,110087160435805,110087158585233,0.6593982,0.13249217,-0.13076112
ACCEL,110087161104711,110087158585233,1.0193313,7.6985555,4.137779
GYRO,110087163154346,110087161091796,0.6327666,0.12610058,-0.1254348
ACCEL,110087163737992,110087161091796,0.95708215,7.7679873,4.0898952
ACCEL,110087166103617,110087163598358,0.8948329,7.777564,4.0659533
GYRO,110087166700284,110087163598358,0.60720026,0.11864374,-0.12010848
ACCEL,110087168248201,110087166104921,0.88046765,7.8158712,4.049194
GYRO,110087168680284,110087166104921,0.5805687,0.1079911,-0.11158637
ACCEL,110087171268148,110087168611483,0.87328506,7.8206596,4.034828
GYRO,110087171492732,110087168611483,0.55500233,0.09733847,-0.105194785
GYRO,110087173621273,110087171118046,0.5273055,0.08881636,-0.09667268
ACCEL,110087173858201,110087171118046,0.87328506,7.8039002,3.9989154
GYRO,110087176067263,110087173624608,0.49960864,0.08135951,-0.08815057
ACCEL,110087176283565,110087173624608,0.8948329,7.7727757,3.9558198
ACCEL,110087178590128,110087176131171,0.9211691,7.7248917,3.9151182
GYRO,110087179408617,110087176131171,0.47084653,0.07709846,-0.08175898
ACCEL,110087181184294,110087178637733,0.9331401,7.643489,3.8720226
GYRO,110087181400232,110087178637733,0.4420844,0.07496793,-0.07749793
ACCEL,110087183725128,110087181144296,0.95229375,7.619547,3.8385038
GYRO,110087184404763,110087181144296,0.41225702,0.07390267,-0.07217161
ACCEL,110087187065753,110087183650858,0.98102415,7.631518,3.8073792
GYRO,110087187280909,110087183650858,0.38242966,0.07603319,-0.06791056
ACCEL,110087188380388,110087186157421,0.98820674,7.6506715,3.7738605
GYRO,110087189258773,110087186157421,0.35260227,0.08135951,-0.063649505
ACCEL,110087191095753,110087188663983,0.96426475,7.65546,3.7475243
GYRO,110087191396951,110087188663983,0.3227749,0.08775109,-0.058323186
ACCEL,110087193442732,110087191170546,0.97384155,7.669825,3.757101
GYRO,110087193668930,110087191170546,0.29188225,0.0962732,-0.052996866
ACCEL,110087195645388,110087193677108,1.0121487,7.703344,3.7427359
GYRO,110087195813096,110087193677108,0.25992432,0.104795314,-0.048735812
ACCEL,110087197998513,110087196183671,1.0217255,7.6961613,3.7235823
GYRO,110087198150805,110087196183671,0.23009695,0.114382684,-0.043409493
ACCEL,110087200684190,110087198690233,1.0432734,7.679402,3.7355533
GYRO,110087200982784,110087198690233,0.1992043,0.123970054,-0.038083173
ACCEL,110087203477576,110087201196796,1.0672154,7.6482773,3.7475243
GYRO,110087203659138,110087201196796,0.17044218,0.13355742,-0.032756858
ACCEL,110087205628669,110087203703358,1.09834,7.6171527,3.769072
GYRO,110087205744242,110087203703358,0.14381059,0.1431448,-0.031691592
GYRO,110087208026482,110087206209921,0.11824426,0.15273218,-0.03062633
ACCEL,110087208417003,110087206209921,1.1127052,7.5932107,3.8217444
ACCEL,110087210475076,110087208716535,1.1390414,7.571663,3.8552632
GYRO,110087210732732,110087208716535,0.09480847,0.15912376,-0.03062633
ACCEL,110087213271690,110087211223150,1.1390414,7.5644803,3.8863878
GYRO,110087213412419,110087211223150,0.07243793,0.16338481,-0.03382212
ACCEL,110087215552523,110087213729765,1.1294646,7.597999,3.9270895
GYRO,110087215675753,110087213729765,0.051132657,0.16445008,-0.034887385
ACCEL,110087218174242,110087216236379,1.1174936,7.6387005,3.9534256
GYRO,110087218396846,110087216236379,0.03302317,0.16338481,-0.035952646
GYRO,110087220777836,110087218742994,0.014913691,0.16125429,-0.038083173
ACCEL,110087221426951,110087218742994,1.0959458,7.6626425,3.9558198
ACCEL,110087223068305,110087221249608,1.0815806,7.681796,3.9534256
GYRO,110087223197263,110087221249608,-0.0010652636,0.1580585,-0.03914844
ACCEL,110087225696690,110087223756223,1.0720038,7.691373,3.9438488
GYRO,110087226335336,110087223756223,-0.017044218,0.1580585,-0.03914844
ACCEL,110087228113096,110087226262837,1.0767922,7.681796,3.9390604
GYRO,110087228449815,110087226262837,-0.03195791,0.1580585,-0.041278966
ACCEL,110087230787992,110087228769452,1.074398,7.6506715,3.9438488
GYRO,110087230979555,110087228769452,-0.0468716,0.15699323,-0.041278966
ACCEL,110087233838201,110087231276067,1.0696096,7.6051817,3.9510314
GYRO,110087234058930,110087231276067,-0.061785292,0.1548627,-0.041278966
ACCEL,110087235805857,110087233782681,1.0720038,7.5812397,3.9223008
GYRO,110087236256742,110087233782681,-0.07776424,0.15166691,-0.04234423
ACCEL,110087238561169,110087236289296,1.0648212,7.5884223,3.8600516
GYRO,110087238797055,110087236289296,-0.092677936,0.15166691,-0.04554002
ACCEL,110087240909919,110087238795910,1.0552444,7.5764513,3.8121676
GYRO,110087241997107,110087238795910,-0.11078742,0.15166691,-0.047670547
ACCEL,110087243565128,110087241302525,1.0528502,7.5692687,3.7978024
GYRO,110087244109815,110087241302525,-0.13102743,0.15273218,-0.047670547
