timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,a_long,a_lat,yaw_rate,jerk_long,valid
0.0,0.1292001432081108,1.195686176323643,9.819584300838798,0.9242432859392076,0.5274297997839941,-0.0021030864753070508,0.31743704560578334,-0.03199230767439307,0.021332476604076236,0.0,True
0.1,-0.8025148110918896,1.5750846871999027,8.451184119497125,-0.19784343505025645,0.06560451043083435,-0.053352811590386885,-0.0619614652704763,-0.9637072619743935,-0.029917248511003598,-3.7939851087625964,True
0.2,-0.5939113314927073,1.3234712635099366,10.3669521894129,-0.4017223803771288,-0.11738582074825163,0.15706691545556659,0.18965195841948979,-0.7551037823752111,0.18050247853494988,2.516134236899661,True
0.3,0.36302684701150156,1.320527894149059,10.800211606554619,0.09494072117365113,0.04917434643565673,0.07902406984263417,0.19259532778036736,0.2018343961289977,0.10245963292201746,0.02943369360877579,True
0.4,-0.3755171705271338,1.416184443422406,9.414374297402098,0.37636512531414795,0.22340556960636512,-0.09328852593712265,0.09693877850702037,-0.5367096214096376,-0.06985296285773937,-0.9565654927334699,True
0.5,-0.28136496111740494,1.4177640549426251,8.908830716626348,0.049708065931717706,-0.009368967030048476,0.14181948431247088,0.09535916698680125,-0.44255741199990883,0.16525504739185418,-0.015796115202191263,True
0.6,0.3772727195881344,1.2537679602815974,8.989583846567157,-0.055705769133744795,0.043233800095107064,0.10221206790191767,0.25935526164782896,0.21608026870563055,0.12564763098130097,1.6399609466102771,True
0.7,0.6078772820530763,0.870204800409815,9.141616031631473,-0.1575411338619945,-0.0680153718835307,0.11439255550834138,0.6429184215196114,0.44668483117057245,0.13782811858772467,3.8356315987178244,True
0.8,0.7138653895654384,0.7210340632702045,10.239339465758144,-0.09929488141390047,0.04229194133305752,-0.1231820453869733,0.7920891586592219,0.5526729386829345,-0.09974648230759002,1.4917073713961049,True
0.9,-0.5365386042920361,1.2656592264736348,10.174281178631002,0.24325931311549612,0.12253294990089071,-0.21750983192832302,0.24746399545579156,-0.69773105517454,-0.19407426884893972,-5.446251632034303,True
1.0,-0.9212515883439305,1.177574231746746,8.624782459292343,0.22355642323667524,0.060838261250693,-0.07266809517491207,0.3355489901826805,-1.0824440392264343,-0.04923253209552879,0.8808499472688891,True
1.1,-0.9142614385347851,1.6523610129285478,9.369548377643241,-0.04685155292173657,0.045167770358449016,0.18275770148622544,-0.13923779099912137,-1.075453889417289,0.20619326456560874,-4.747867811818018,True
1.2,0.5739739754107525,1.7299213127621735,9.958748340780163,0.12732186858588163,0.022068532606780288,0.1204782321470044,-0.21679809083274715,0.41278152452824857,0.1439137952263877,-0.7756029983362578,True
1.3,-0.3753747013021817,1.5124682730920065,9.246036216476707,0.05002966059291807,-0.07325301479011104,-0.10882867910441044,0.0006549488374198997,-0.5365671521846855,-0.08539311602502715,2.1745303967016705,True
1.4,0.27864900510638063,1.0435596358221468,8.490969965198824,-0.13429871297673998,-0.0025574390732111506,0.0034845147217604554,0.46956358610727955,0.11745655422387677,0.026920077801143742,4.689086372698596,True
1.5,-0.38016464165268665,0.6722659996403765,9.946911917166199,-0.20096054460975718,0.045971610615393364,-0.19741959929852917,0.8408572222890499,-0.5413570925351905,-0.17398403621914588,3.7129363618177034,True
1.6,-0.5369620895042543,0.851814710252559,10.226602225571654,0.09965410982766833,-0.023066232923708605,-0.005725280476111783,0.6613085116768674,-0.6981545403867582,0.017710282603271503,-1.7954871061218247,True
1.7,-0.15885396389306114,0.9094370250452707,8.720015187435068,0.096529375393329,0.026664844039846067,-0.03645114416431969,0.6036861968841557,-0.320046414775565,-0.0130155810849364,-0.5762231479271174,True
1.8,-0.08544763173593459,0.9412494604893059,10.76075535849195,-0.23259950847961142,0.03666106257804284,-0.01583908022728559,0.5718737614401205,-0.24664008261843845,0.007596482852097696,-0.31812435444035225,True
1.9,-0.6662959489126683,1.468338334014148,9.921170012298195,0.64842073645586,-0.034513470047643165,-0.13288900468793774,0.04478488791527835,-0.8274883997951722,-0.10945344160855446,-5.270888735248421,True
2.0,-0.49266383978287076,0.7827780346896185,6.966304435595431,-0.33154048205024533,-0.06640656758787412,0.10605960443456827,0.7303451872398079,-0.6538562906653747,0.12949516751395157,6.855602993245295,True
2.1,0.4970797414130924,0.3124473054608764,12.02317658144326,-0.2722411100547365,0.09343844175044352,-0.004106291381349177,1.2006759164685499,0.3358872905305885,0.01932927169803411,4.70330729228742,True
2.2,-0.8937005914930195,1.5977344618664684,10.841228182926523,0.31024643240890143,-0.08971432543203643,-0.014365437473231912,-0.084611239937042,-1.0548930423755234,0.009070125606151376,-12.852871564055919,True
2.3,1.149090795140659,1.8775371139252612,10.442776013601259,0.15174844889628047,-0.07384539341926931,0.07889208666096799,-0.36441389199583485,0.9878983442581551,0.10232764974035127,-2.7980265205879284,True
2.4,-0.676012567922399,0.8690155188827323,8.38130943671154,0.11067287516118102,0.10852171304998211,-0.27286047192882645,0.6441077030466941,-0.837205018804903,-0.24942490884944316,10.08521595042529,True
2.5,-0.865676917808825,0.26155637681847427,7.2616592172270185,-0.1808154670061397,0.02274985699102369,0.1340183371586533,1.251566845110952,-1.0268693686913288,0.1574539002380366,6.074591420642579,True
2.6,0.6244299997393172,0.6980795197483748,10.449461891025072,-0.14974156819554013,0.16656631454543225,-0.09920041553490708,0.8150437021810516,0.46323754885681334,-0.07576485245552379,-4.365231429299004,True
2.7,-1.6761759830195615,2.057273182877534,9.709763330217793,0.26752320786419653,0.04522876404678019,-0.18481581857990406,-0.5441499609481075,-1.8373684339020653,-0.16138025550052076,-13.59193663129159,True
2.8,-0.343804555627101,1.306980182515097,10.630989809899194,-0.2882802914923609,0.007463066262553391,0.07079389369194165,0.20614303941432932,-0.5049970065096049,0.09422945677132494,7.5029300036243685,True
2.9,-0.7451294804715829,0.6060137675405167,9.952659403646805,0.2927059046605513,-0.0499218027914728,-0.06345011437932575,0.9071094543889097,-0.9063219313540868,-0.04001455129994247,7.009664149745803,True
3.0,-0.4796480153558398,1.650416802630392,7.800695187896,0.16247884536919993,-0.14502273987989195,0.06787396807538797,-0.13729358070096565,-0.6408404662383437,0.09130953115477125,-10.444030350898753,True
3.1,0.017364673599982044,1.2177633842002438,10.042576486221858,-0.35296181557487893,-0.12450664170424769,0.036836410437988604,0.2953598377291826,-0.14382777728252183,0.06027197351737189,4.326534184301482,True
3.2,0.17134473052544819,0.9554297639247687,10.48579552196743,0.10842537271067844,-0.11138212728658156,-0.0024854135677892194,0.5576934580046576,0.010152279642944323,0.020950149511594067,2.62333620275475,True
3.3,0.4674127422794766,1.4905391250260451,9.278001518853976,0.028404433568204556,-0.04299357090598638,-0.09722265166108014,0.022584096903381257,0.3062202913969727,-0.07378708858169686,-5.351093611012764,True
3.4,0.0026478671158999584,0.9034051983400223,8.90676095012037,-0.008086037666103399,-0.008631639488012282,-0.15102806681188363,0.6097180235894041,-0.1585445837666039,-0.12759250373250033,5.871339266860228,True
3.5,-0.5067852530096554,1.0682222586815815,10.436437687093312,-0.18864472101189364,0.005807102507713101,-0.08467379048004205,0.4449009632478449,-0.6679777038921593,-0.06123822740065876,-1.6481706034155919,True
3.6,0.12042994925701746,1.4712523044583359,9.721004616398472,0.2627046611122104,-0.10064828670787453,0.08461329016164698,0.04187091747109051,-0.040762501625486405,0.10804885324103027,-4.030300457767543,True
3.7,0.2934070971586645,1.3340596409068612,8.766643893511002,-0.09247920970295498,-0.03317682300328313,-0.031020715662461385,0.17906358102256514,0.1322146462761606,-0.0075851525830780975,1.3719266355147464,True
3.8,0.3463282343467807,0.4656571632309206,9.666804082302626,-0.21178890599944505,-0.06428682769104523,0.049153819868136765,1.0474660586985058,0.1851357834642768,0.07258938294752006,8.684024776759406,True
3.9,0.4754487338062406,1.2313419785642952,10.185105821007726,0.0801576901536538,-0.03169005405157786,-0.019039138380185054,0.2817812433651312,0.31425628292373675,0.0043964246991982335,-7.656848153333746,True
4.0,0.26460834124014687,0.9429640256034221,9.399649176336638,0.23154772334986307,0.0015826868317566837,-0.09210274285469154,0.5701591963260043,0.10341589035764301,-0.06866717977530826,2.8837795296087307,True
4.1,-0.3172213653539766,1.1102952807084994,7.765025751702207,-0.19567986394489117,0.032418311538971685,-0.07087275272037293,0.402827941220927,-0.4784138162364805,-0.04743718964098964,-1.673312551050773,True
4.2,0.12953219049749395,0.6269265405963714,12.926328931219928,-0.3909411049176397,0.02559797051365519,0.026492822025720193,0.886196681333055,-0.03166026038500991,0.04992838510510348,4.833687401121279,True
4.3,-0.19881213229106437,1.2633434986887835,8.110479377601159,1.0590429390711877,0.03957118418596334,-0.08586706318716597,0.2497797232406429,-0.3600045831735682,-0.062431500107782686,-6.36416958092412,True
4.4,-0.6193472088334708,2.094879374899527,6.838081847744338,-0.7652395615876534,0.11136583786903276,-0.0811470687405477,-0.5817561529701007,-0.7805396597159747,-0.05771150566116441,-8.315358762107437,True
4.5,-0.8249954587035853,0.7790415567898407,13.56686600502504,-0.05857446128241363,-0.05019024108100636,0.06414132282390222,0.7340816651395857,-0.9861879095860892,0.08757688590328551,13.158378181096863,True
4.6,0.37139516421404434,2.1534444873495433,7.047666495156039,0.309996683621451,-0.15429787017890773,0.12953347016477074,-0.6403212654201169,0.21020271333154047,0.15296903324415403,-13.744029305597024,True
4.7,-0.007373435278316654,1.1781067591571257,10.831054741652355,-0.26426097941306204,-0.05408681321658355,-0.017427356378429088,0.3350164627723007,-0.16856588616082052,0.0060082067009541995,9.753377281924175,True
4.8,0.4200727679260589,1.6503134892364106,9.484137868895715,0.005400285772340349,-0.1580881018645993,0.061560359553560755,-0.13719026730698425,0.2588803170435551,0.08499592263294405,-4.722067300792849,True
4.9,0.9538259083299466,1.2634303191253575,9.87334944456479,0.177303974592092,-0.006148223940368723,-0.05915494908306836,0.24969290280406886,0.7926334574474427,-0.03571938600368507,3.868831701110531,True
5.0,-0.3611861744876444,2.3055257024882088,8.453634463276668,-0.01746691896083237,0.0332008121452856,-0.15049388104667147,-0.7924024805587824,-0.5223786253701482,-0.12705831796728817,-10.420953833628511,True
5.1,-0.12900412638848915,2.3492187805506632,10.590637371509183,0.12032816979435963,-0.0755310702252685,0.02507965224971933,-0.8360955586212369,-0.290196577270993,0.04851521532910262,-0.4369307806245448,True
5.2,0.6493436830604232,3.010527168958723,8.77276707783043,0.05150469592676242,-0.11108339808583849,0.08458996732860527,-1.4974039470292968,0.48815123217791934,0.10802553040798855,-6.613083884080599,True
5.3,1.1848868814873266,2.1142093575839684,9.336707500897521,0.057942666561514276,-0.08569166273082854,0.01492292550925533,-0.601086135654542,1.0236944306048228,0.03835848858863862,8.963178113747547,True
